1,201503.20150517.074908728.9514.png,1042.6666666666667,495.75,1136,647.75,1.0,Fish(1001),1.0   # box
1,201503.20150517.074908728.9514.png,1033.3333333333333,498.4166666666667,1141.3333333333333,643.75,1.0,Sand-eel(403),1.0   # box
2,201503.20150517.074921957.9593.png,458.6666666666667,970.4166666666666,521.3333333333334,1021.0833333333334,1.0,(527),1.0   # box
3,201503.20150517.075335165.11105.png,1242.6666666666667,378.4166666666667,1353.3333333333333,534.4166666666666,1.0,Sand-eel(403),1.0   # box
3,201503.20150517.075335165.11105.png,1285.3333333333333,554.4166666666666,1370.6666666666667,773.0833333333334,1.0,(527),1.0   # box
4,201503.20150517.075559764.11969.png,724,161.08333333333334,857.3333333333334,243.75,1.0,Sand-eel(403),1.0   # box
4,201503.20150517.075559764.11969.png,569.3333333333334,545.0833333333334,722.6666666666666,606.4166666666666,1.0,Sand-eel(403),1.0   # box
4,201503.20150517.075559764.11969.png,301.3333333333333,678.4166666666666,392,826.4166666666666,1.0,Sand-eel(403),1.0   # box
5,201503.20150517.080224183.14266.png,1081.3333333333333,313.0833333333333,1221.3333333333333,419.75,1.0,Sand-eel(403),1.0   # box
5,201503.20150517.080224183.14266.png,1222.6666666666667,435.75,1345.3333333333333,507.75,1.0,Sand-eel(403),1.0   # box
6,201503.20150517.080242260.14374.png,374.6666666666667,846.4166666666666,528,917.0833333333334,1.0,Sand-eel(403),1.0   # box
7,201503.20150517.085718276.33946.png,26.666666666666668,310.4166666666667,132,403.75,1.0,Fish(1001),1.0   # box
8,201503.20150517.093651232.48125.png,834.6666666666666,185.08333333333334,1026.6666666666667,358.4166666666667,1.0,Fish(1001),1.0   # box
8,201503.20150517.093651232.48125.png,834.6666666666666,378.4166666666667,1010.6666666666666,555.75,1.0,Fish(1001),1.0   # box
8,201503.20150517.093651232.48125.png,1202.6666666666667,879.75,1365.3333333333333,1015.75,1.0,Fish(1001),1.0   # box
9,201503.20150517.100753915.59255.png,783.960818178765,514.377484845431,829.372515154569,559.789181821235,1.0,Live Scallop(185),1.0   # line (22.7058484879018)
10,201503.20150517.100903202.59669.png,1263.32222530693,358.405558640262,1303.34444135974,398.427774693071,1.0,Live Scallop(185),1.0   # line (20.0111080264048)
11,201503.20150517.100906720.59690.png,823.381001071236,388.464334404569,869.952332262097,435.035665595431,1.0,Live Scallop(185),1.0   # line (23.2856655954307)
11,201503.20150517.100906720.59690.png,767.991229588336,240.407896255002,818.675437078331,291.092103744998,1.0,Live Scallop(185),1.0   # line (25.3421037449976)
11,201503.20150517.100906720.59690.png,1215.88927203521,575.639272035207,1248.11072796479,607.860727964793,1.0,Live Scallop(185),1.0   # line (16.1107279647928)
11,201503.20150517.100906720.59690.png,1269.74352689803,307.493526898033,1311.5898064353,349.3398064353,1.0,Live Scallop(185),1.0   # line (20.9231397686335)
12,201503.20150517.100922293.59783.png,360.686282998049,973.769616331383,405.980383668617,1019.06371700195,1.0,Live Scallop(185),1.0   # line (22.6470503352841)
12,201503.20150517.100922293.59783.png,1216.39274510686,363.476078440196,1255.60725489314,402.69058822647,1.0,Live Scallop(185),1.0   # line (19.607254893137)
13,201503.20150517.100935173.59860.png,353.124666288336,800.874666288336,389.54200037833,837.29200037833,1.0,Live Scallop(185),1.0   # line (18.2086670449969)
14,201503.20150517.101000271.60010.png,676.790343183296,418.138558888428,719.022707402331,460.370923107463,1.0,Live Scallop(185),1.0   # line (21.1161821095173)
15,201503.20150517.101000452.60011.png,690.092208854714,880.405391288601,732.954292301462,923.267474735348,1.0,Live Scallop(185),1.0   # line (21.4310417233736)
16,201503.20150517.101222024.60856.png,1014.66666666667,765.083333333333,1057.33333333333,807.75,1.0,Live Scallop(185),1.0   # line (21.3333333333334)
17,201503.20150517.101234912.60933.png,254.66666666666666,262.4166666666667,468,398.4166666666667,1.0,Fish(1001),1.0   # box
18,201503.20150517.102130956.64136.png,497.572939863337,5.98960653000417,577.093726803329,85.5103934699958,1.0,Live Scallop(185),1.0   # line (39.7603934699958)
19,201503.20150517.102146694.64230.png,253.526238732139,250.083542089826,300.586476614645,297.143779972332,1.0,Live Scallop(185),1.0   # line (23.530118941253)
20,201503.20150517.105148965.74998.png,750.666666666667,37.0833333333333,785.333333333333,71.75,1.0,Live Scallop(207),1.0   # line (17.3333333333334)
21,201503.20150517.105149297.75000.png,763.93951864375,985.022851977084,793.393814689583,1014.47714802292,1.0,Live Scallop(207),1.0   # line (14.7271480229163)
22,201503.20150517.105805348.77247.png,389.148993054107,92.2323263874402,488.184340279226,191.26767361256,1.0,Live Scallop(207),1.0   # line (49.5176736125598)
23,201503.20150517.112111402.85449.png,996.666666666667,787.083333333333,1096.66666666667,887.083333333333,1.0,Live Scallop(207),1.0    # point 50)
24,201503.20150517.112128979.85554.png,778,303.083333333333,878,403.083333333333,1.0,Live Scallop(207),1.0    # point 50)
24,201503.20150517.112128979.85554.png,103.333333333333,192.416666666667,203.333333333333,292.416666666667,1.0,Live Scallop(207),1.0    # point 50)
24,201503.20150517.112128979.85554.png,428.666666666667,764.416666666667,528.666666666667,864.416666666667,1.0,Live Scallop(207),1.0    # point 50)
25,201503.20150517.113155407.89297.png,240.666666666667,364.416666666667,340.666666666667,464.416666666667,1.0,Live Scallop(207),1.0    # point 50)
26,201503.20150517.113418818.90154.png,798.266269844785,444.016269844785,843.067063488549,488.817063488549,1.0,Live Scallop(185),1.0   # line (22.4003968218819)
27,201503.20150517.113418989.90155.png,833.447900310309,864.531233643643,879.885433023024,910.968766356357,1.0,Live Scallop(185),1.0   # line (23.2187663563573)
28,201503.20150517.114543655.94246.png,1030.62257046602,652.372570466022,1121.37742953398,743.127429533978,1.0,Live Scallop(207),1.0   # line (45.3774295339777)
28,201503.20150517.114543655.94246.png,48.5860064510944,871.669339784428,92.747326882239,915.830660215572,1.0,Live Scallop(185),1.0   # line (22.0806602155723)
29,201503.20150517.114608754.94396.png,357.291707277491,517.041707277491,400.041626055842,559.791626055842,1.0,Live Scallop(207),1.0   # line (21.3749593891752)
